Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
InstructBLIP,Arson,easy,Arson003_x264,133,95,0.7143,True,"[0.89, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88]"
InstructBLIP,Arson,easy,Arson005_x264,39,30,0.7692,True,"[0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86]"
InstructBLIP,Arson,easy,Arson006_x264,93,38,0.4086,True,"[0.9, 0.9, 0.89, 0.89, 0.88, 0.87, 0.85, 0.83, 0.81, 0.81]"
InstructBLIP,Arson,easy,Arson007_x264,208,1,0.0048,True,[0.76]
InstructBLIP,Arson,easy,Arson008_x264,40,18,0.45,True,"[0.88, 0.88, 0.87, 0.85, 0.85, 0.84, 0.84, 0.79, 0.78, 0.78]"
InstructBLIP,Arson,easy,Arson009_x264,24,15,0.625,True,"[0.84, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82, 0.81, 0.8, 0.8]"
InstructBLIP,Arson,easy,Arson010_x264,105,14,0.1333,True,"[0.97, 0.97, 0.94, 0.79, 0.79, 0.79, 0.77, 0.77, 0.76, 0.76]"
InstructBLIP,Arson,easy,Arson011_x264,42,22,0.5238,True,"[0.87, 0.86, 0.84, 0.84, 0.82, 0.82, 0.82, 0.81, 0.8, 0.8]"
InstructBLIP,Arson,easy,Arson012_x264,29,24,0.8276,True,"[0.88, 0.88, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
InstructBLIP,Arson,easy,Arson013_x264,212,70,0.3302,True,"[0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.83, 0.83]"
InstructBLIP,Arson,easy,Arson014_x264,87,29,0.3333,True,"[0.89, 0.88, 0.88, 0.87, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84]"
InstructBLIP,Arson,easy,Arson015_x264,341,150,0.4399,True,"[0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87]"
InstructBLIP,Arson,easy,Arson016_x264,59,27,0.4576,True,"[0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89]"
InstructBLIP,Arson,easy,Arson017_x264,46,28,0.6087,True,"[0.92, 0.91, 0.87, 0.87, 0.87, 0.87, 0.86, 0.85, 0.85, 0.85]"
InstructBLIP,Arson,easy,Arson018_x264,28,15,0.5357,True,"[0.86, 0.85, 0.84, 0.84, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81]"
InstructBLIP,Arson,easy,Arson019_x264,4218,1021,0.2421,True,"[0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87]"
InstructBLIP,Arson,easy,Arson020_x264,80,10,0.125,True,"[0.89, 0.88, 0.85, 0.85, 0.84, 0.83, 0.78, 0.77, 0.76, 0.75]"
InstructBLIP,Arson,easy,Arson021_x264,48,6,0.125,True,"[0.82, 0.79, 0.78, 0.76, 0.75, 0.75]"
InstructBLIP,Arson,easy,Arson022_x264,288,27,0.0938,True,"[0.8, 0.8, 0.8, 0.8, 0.78, 0.78, 0.78, 0.78, 0.78, 0.77]"
InstructBLIP,Arson,easy,Arson023_x264,45,8,0.1778,True,"[0.89, 0.82, 0.79, 0.78, 0.77, 0.76, 0.75, 0.75]"
InstructBLIP,Arson,easy,Arson024_x264,112,11,0.0982,True,"[0.89, 0.88, 0.88, 0.87, 0.87, 0.86, 0.84, 0.83, 0.83, 0.78]"
InstructBLIP,Arson,easy,Arson025_x264,176,144,0.8182,True,"[0.92, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9]"
InstructBLIP,Arson,easy,Arson026_x264,196,49,0.25,True,"[0.88, 0.88, 0.88, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
InstructBLIP,Arson,easy,Arson027_x264,89,48,0.5393,True,"[0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86]"
InstructBLIP,Arson,easy,Arson028_x264,80,3,0.0375,True,"[0.79, 0.76, 0.75]"
InstructBLIP,Arson,easy,Arson029_x264,44,17,0.3864,True,"[0.88, 0.87, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
InstructBLIP,Arson,easy,Arson030_x264,168,8,0.0476,True,"[0.83, 0.81, 0.81, 0.79, 0.76, 0.75, 0.73, 0.73]"
InstructBLIP,Arson,easy,Arson031_x264,96,5,0.0521,True,"[0.9, 0.89, 0.88, 0.86, 0.79]"
InstructBLIP,Arson,easy,Arson032_x264,92,44,0.4783,True,"[0.85, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83, 0.82, 0.82, 0.82]"
InstructBLIP,Arson,easy,Arson034_x264,79,2,0.0253,True,"[0.86, 0.77]"
InstructBLIP,Arson,easy,Arson035_x264,47,11,0.234,True,"[0.84, 0.83, 0.82, 0.82, 0.82, 0.82, 0.81, 0.78, 0.76, 0.76]"
InstructBLIP,Arson,easy,Arson036_x264,56,18,0.3214,True,"[0.87, 0.82, 0.8, 0.8, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,easy,Arson037_x264,26,16,0.6154,True,"[0.86, 0.83, 0.81, 0.81, 0.8, 0.8, 0.79, 0.79, 0.79, 0.78]"
InstructBLIP,Arson,easy,Arson038_x264,24,15,0.625,True,"[0.87, 0.84, 0.84, 0.83, 0.83, 0.82, 0.81, 0.81, 0.8, 0.79]"
InstructBLIP,Arson,easy,Arson039_x264,112,95,0.8482,True,"[0.88, 0.88, 0.87, 0.87, 0.87, 0.84, 0.83, 0.83, 0.82, 0.82]"
InstructBLIP,Arson,easy,Arson040_x264,94,77,0.8191,True,"[0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89]"
InstructBLIP,Arson,easy,Arson041_x264,125,7,0.056,True,"[0.87, 0.87, 0.86, 0.86, 0.75, 0.75, 0.74]"
InstructBLIP,Arson,easy,Arson042_x264,195,11,0.0564,True,"[0.87, 0.87, 0.85, 0.85, 0.84, 0.83, 0.83, 0.79, 0.77, 0.75]"
InstructBLIP,Arson,easy,Arson044_x264,39,28,0.7179,True,"[0.9, 0.89, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.87]"
InstructBLIP,Arson,easy,Arson045_x264,125,30,0.24,True,"[0.88, 0.85, 0.85, 0.82, 0.82, 0.82, 0.81, 0.78, 0.78, 0.77]"
InstructBLIP,Arson,easy,Arson046_x264,69,38,0.5507,True,"[0.82, 0.82, 0.82, 0.81, 0.8, 0.8, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,easy,Arson047_x264,48,24,0.5,True,"[0.84, 0.8, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,easy,Arson048_x264,13,2,0.1538,True,"[0.83, 0.82]"
InstructBLIP,Arson,easy,Arson049_x264,12,12,1.0,True,"[0.88, 0.88, 0.87, 0.87, 0.87, 0.85, 0.85, 0.85, 0.82, 0.8]"
InstructBLIP,Arson,easy,Arson050_x264,52,16,0.3077,True,"[0.84, 0.8, 0.79, 0.78, 0.78, 0.77, 0.76, 0.76, 0.75, 0.75]"
InstructBLIP,Arson,easy,Arson051_x264,35,26,0.7429,True,"[0.9, 0.89, 0.89, 0.87, 0.87, 0.87, 0.86, 0.85, 0.85, 0.84]"
InstructBLIP,Arson,easy,Arson052_x264,158,23,0.1456,True,"[0.89, 0.87, 0.86, 0.79, 0.78, 0.77, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,easy,Arson053_x264,225,37,0.1644,True,"[0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87]"
InstructBLIP,Arson,hard,Arson001_x264,139,139,1.0,True,"[0.82, 0.82, 0.82, 0.81, 0.8, 0.79, 0.79, 0.79, 0.79, 0.78]"
InstructBLIP,Arson,hard,Arson002_x264,147,147,1.0,True,"[0.81, 0.8, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson003_x264,133,133,1.0,True,"[0.83, 0.83, 0.81, 0.81, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson005_x264,39,39,1.0,True,"[0.81, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson006_x264,93,92,0.9892,True,"[0.83, 0.8, 0.8, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson007_x264,208,208,1.0,True,"[0.76, 0.75, 0.74, 0.73, 0.73, 0.73, 0.73, 0.73, 0.73, 0.73]"
InstructBLIP,Arson,hard,Arson008_x264,40,40,1.0,True,"[0.86, 0.85, 0.84, 0.8, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson009_x264,24,24,1.0,True,"[0.79, 0.79, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson010_x264,105,101,0.9619,True,"[0.81, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77, 0.77, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson011_x264,42,42,1.0,True,"[0.81, 0.81, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.78]"
InstructBLIP,Arson,hard,Arson012_x264,29,29,1.0,True,"[0.79, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson013_x264,212,212,1.0,True,"[0.86, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84, 0.83]"
InstructBLIP,Arson,hard,Arson014_x264,87,87,1.0,True,"[0.82, 0.82, 0.81, 0.81, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson015_x264,341,341,1.0,True,"[0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson016_x264,59,59,1.0,True,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]"
InstructBLIP,Arson,hard,Arson017_x264,46,43,0.9348,True,"[0.81, 0.81, 0.81, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson018_x264,28,28,1.0,True,"[0.79, 0.79, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson019_x264,4218,4218,1.0,True,"[0.81, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson020_x264,80,80,1.0,True,"[0.8, 0.79, 0.78, 0.78, 0.78, 0.77, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson021_x264,48,48,1.0,True,"[0.78, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson022_x264,288,288,1.0,True,"[0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.77, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson023_x264,45,45,1.0,True,"[0.81, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson024_x264,112,92,0.8214,True,"[0.81, 0.81, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson025_x264,176,176,1.0,True,"[0.82, 0.82, 0.82, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81, 0.81]"
InstructBLIP,Arson,hard,Arson026_x264,196,196,1.0,True,"[0.82, 0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson027_x264,89,89,1.0,True,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson028_x264,80,80,1.0,True,"[0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.75, 0.75, 0.75]"
InstructBLIP,Arson,hard,Arson029_x264,44,44,1.0,True,"[0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson030_x264,168,168,1.0,True,"[0.77, 0.77, 0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson031_x264,96,94,0.9792,True,"[0.84, 0.81, 0.81, 0.79, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson032_x264,92,91,0.9891,True,"[0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson034_x264,79,79,1.0,True,"[0.79, 0.78, 0.78, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson035_x264,47,47,1.0,True,"[0.81, 0.81, 0.8, 0.78, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson036_x264,56,56,1.0,True,"[0.78, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson037_x264,26,26,1.0,True,"[0.79, 0.78, 0.78, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson038_x264,24,24,1.0,True,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.78]"
InstructBLIP,Arson,hard,Arson039_x264,112,112,1.0,True,"[0.81, 0.81, 0.81, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]"
InstructBLIP,Arson,hard,Arson040_x264,94,94,1.0,True,"[0.84, 0.83, 0.83, 0.83, 0.83, 0.82, 0.82, 0.82, 0.82, 0.82]"
InstructBLIP,Arson,hard,Arson041_x264,125,125,1.0,True,"[0.8, 0.8, 0.8, 0.79, 0.77, 0.75, 0.75, 0.75, 0.75, 0.75]"
InstructBLIP,Arson,hard,Arson042_x264,195,194,0.9949,True,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.78, 0.77, 0.76]"
InstructBLIP,Arson,hard,Arson044_x264,39,39,1.0,True,"[0.82, 0.82, 0.81, 0.81, 0.81, 0.81, 0.81, 0.8, 0.8, 0.8]"
InstructBLIP,Arson,hard,Arson045_x264,125,125,1.0,True,"[0.82, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson046_x264,69,68,0.9855,True,"[0.78, 0.77, 0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson047_x264,48,48,1.0,True,"[0.81, 0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,hard,Arson048_x264,13,12,0.9231,True,"[0.77, 0.74, 0.73, 0.73, 0.73, 0.73, 0.73, 0.73, 0.73, 0.72]"
InstructBLIP,Arson,hard,Arson049_x264,12,12,1.0,True,"[0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,hard,Arson050_x264,52,52,1.0,True,"[0.77, 0.76, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75]"
InstructBLIP,Arson,hard,Arson051_x264,35,34,0.9714,True,"[0.83, 0.82, 0.82, 0.82, 0.81, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,hard,Arson052_x264,158,156,0.9873,True,"[0.82, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,hard,Arson053_x264,225,225,1.0,True,"[0.81, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,medium,Arson001_x264,139,93,0.6691,True,"[0.88, 0.87, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.83, 0.83]"
InstructBLIP,Arson,medium,Arson002_x264,147,76,0.517,True,"[0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83]"
InstructBLIP,Arson,medium,Arson003_x264,133,94,0.7068,True,"[0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86]"
InstructBLIP,Arson,medium,Arson005_x264,39,25,0.641,True,"[0.86, 0.86, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83]"
InstructBLIP,Arson,medium,Arson006_x264,93,53,0.5699,True,"[0.88, 0.87, 0.86, 0.86, 0.86, 0.85, 0.83, 0.82, 0.81, 0.8]"
InstructBLIP,Arson,medium,Arson007_x264,208,1,0.0048,True,[0.76]
InstructBLIP,Arson,medium,Arson008_x264,40,20,0.5,True,"[0.87, 0.87, 0.86, 0.84, 0.83, 0.81, 0.81, 0.8, 0.8, 0.79]"
InstructBLIP,Arson,medium,Arson009_x264,24,15,0.625,True,"[0.84, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81, 0.8, 0.8, 0.79]"
InstructBLIP,Arson,medium,Arson010_x264,105,15,0.1429,True,"[0.9, 0.85, 0.8, 0.79, 0.79, 0.78, 0.77, 0.77, 0.77, 0.77]"
InstructBLIP,Arson,medium,Arson011_x264,42,25,0.5952,True,"[0.86, 0.86, 0.85, 0.84, 0.83, 0.83, 0.82, 0.82, 0.81, 0.81]"
InstructBLIP,Arson,medium,Arson012_x264,29,22,0.7586,True,"[0.86, 0.86, 0.85, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82, 0.81]"
InstructBLIP,Arson,medium,Arson013_x264,212,138,0.6509,True,"[0.84, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.83, 0.83]"
InstructBLIP,Arson,medium,Arson014_x264,87,34,0.3908,True,"[0.88, 0.87, 0.86, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82]"
InstructBLIP,Arson,medium,Arson015_x264,341,201,0.5894,True,"[0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84]"
InstructBLIP,Arson,medium,Arson016_x264,59,27,0.4576,True,"[0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87]"
InstructBLIP,Arson,medium,Arson017_x264,46,31,0.6739,True,"[0.87, 0.86, 0.86, 0.86, 0.85, 0.84, 0.84, 0.83, 0.83, 0.83]"
InstructBLIP,Arson,medium,Arson018_x264,28,17,0.6071,True,"[0.83, 0.82, 0.82, 0.81, 0.8, 0.8, 0.79, 0.78, 0.78, 0.77]"
InstructBLIP,Arson,medium,Arson019_x264,4218,702,0.1664,True,"[0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85]"
InstructBLIP,Arson,medium,Arson020_x264,80,17,0.2125,True,"[0.88, 0.85, 0.84, 0.84, 0.84, 0.81, 0.79, 0.78, 0.77, 0.77]"
InstructBLIP,Arson,medium,Arson021_x264,48,10,0.2083,True,"[0.8, 0.79, 0.78, 0.76, 0.76, 0.75, 0.75, 0.75, 0.75, 0.75]"
InstructBLIP,Arson,medium,Arson022_x264,288,59,0.2049,True,"[0.81, 0.81, 0.81, 0.81, 0.81, 0.8, 0.8, 0.8, 0.79, 0.79]"
InstructBLIP,Arson,medium,Arson023_x264,45,16,0.3556,True,"[0.88, 0.82, 0.81, 0.8, 0.79, 0.79, 0.79, 0.79, 0.78, 0.78]"
InstructBLIP,Arson,medium,Arson024_x264,112,27,0.2411,True,"[0.87, 0.87, 0.86, 0.86, 0.86, 0.85, 0.83, 0.82, 0.82, 0.79]"
InstructBLIP,Arson,medium,Arson025_x264,176,156,0.8864,True,"[0.92, 0.91, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
InstructBLIP,Arson,medium,Arson026_x264,196,46,0.2347,True,"[0.87, 0.86, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.83]"
InstructBLIP,Arson,medium,Arson027_x264,89,45,0.5056,True,"[0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91]"
InstructBLIP,Arson,medium,Arson028_x264,80,11,0.1375,True,"[0.79, 0.77, 0.77, 0.77, 0.77, 0.76, 0.76, 0.75, 0.75, 0.75]"
InstructBLIP,Arson,medium,Arson029_x264,44,16,0.3636,True,"[0.85, 0.83, 0.83, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82]"
InstructBLIP,Arson,medium,Arson030_x264,168,6,0.0357,True,"[0.8, 0.77, 0.77, 0.77, 0.73, 0.73]"
InstructBLIP,Arson,medium,Arson031_x264,96,6,0.0625,True,"[0.88, 0.88, 0.87, 0.84, 0.8, 0.78]"
InstructBLIP,Arson,medium,Arson032_x264,92,47,0.5109,True,"[0.83, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.82, 0.81]"
InstructBLIP,Arson,medium,Arson034_x264,79,1,0.0127,True,[0.84]
InstructBLIP,Arson,medium,Arson035_x264,47,11,0.234,True,"[0.84, 0.84, 0.84, 0.84, 0.81, 0.8, 0.79, 0.79, 0.79, 0.77]"
InstructBLIP,Arson,medium,Arson036_x264,56,6,0.1071,True,"[0.85, 0.8, 0.78, 0.78, 0.76, 0.76]"
InstructBLIP,Arson,medium,Arson037_x264,26,17,0.6538,True,"[0.85, 0.83, 0.82, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79]"
InstructBLIP,Arson,medium,Arson038_x264,24,16,0.6667,True,"[0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.82, 0.81, 0.81, 0.79]"
InstructBLIP,Arson,medium,Arson039_x264,112,96,0.8571,True,"[0.87, 0.86, 0.85, 0.85, 0.84, 0.81, 0.81, 0.81, 0.81, 0.8]"
InstructBLIP,Arson,medium,Arson040_x264,94,77,0.8191,True,"[0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87]"
InstructBLIP,Arson,medium,Arson041_x264,125,10,0.08,True,"[0.85, 0.85, 0.84, 0.84, 0.77, 0.77, 0.76, 0.74, 0.73, 0.73]"
InstructBLIP,Arson,medium,Arson042_x264,195,16,0.0821,True,"[0.85, 0.85, 0.84, 0.84, 0.84, 0.83, 0.82, 0.81, 0.79, 0.79]"
InstructBLIP,Arson,medium,Arson044_x264,39,20,0.5128,True,"[0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.86, 0.86]"
InstructBLIP,Arson,medium,Arson045_x264,125,17,0.136,True,"[0.86, 0.82, 0.82, 0.8, 0.8, 0.78, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,medium,Arson046_x264,69,7,0.1014,True,"[0.79, 0.78, 0.77, 0.77, 0.77, 0.76, 0.75]"
InstructBLIP,Arson,medium,Arson047_x264,48,31,0.6458,True,"[0.84, 0.8, 0.79, 0.78, 0.78, 0.78, 0.78, 0.78, 0.78, 0.77]"
InstructBLIP,Arson,medium,Arson048_x264,13,6,0.4615,True,"[0.8, 0.79, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,medium,Arson049_x264,12,12,1.0,True,"[0.86, 0.86, 0.86, 0.86, 0.85, 0.84, 0.84, 0.83, 0.8, 0.8]"
InstructBLIP,Arson,medium,Arson050_x264,52,12,0.2308,True,"[0.83, 0.8, 0.78, 0.77, 0.77, 0.76, 0.76, 0.76, 0.76, 0.76]"
InstructBLIP,Arson,medium,Arson051_x264,35,27,0.7714,True,"[0.88, 0.87, 0.87, 0.87, 0.87, 0.83, 0.83, 0.82, 0.81, 0.81]"
InstructBLIP,Arson,medium,Arson052_x264,158,65,0.4114,True,"[0.88, 0.85, 0.84, 0.81, 0.79, 0.79, 0.78, 0.78, 0.78, 0.78]"
InstructBLIP,Arson,medium,Arson053_x264,225,50,0.2222,True,"[0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86]"
InstructBLIP,Assault,easy,Assault001_x264,82,63,0.7683,True,"[0.92, 0.92, 0.91, 0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88]"
InstructBLIP,Assault,easy,Assault002_x264,84,84,1.0,True,"[0.88, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87, 0.87]"
InstructBLIP,Assault,easy,Assault003_x264,148,148,1.0,True,"[0.87, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86]"
InstructBLIP,Assault,easy,Assault004_x264,107,107,1.0,True,"[0.9, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84]"
InstructBLIP,Assault,easy,Assault005_x264,40,36,0.9,True,"[0.87, 0.85, 0.84, 0.83, 0.83, 0.83, 0.83, 0.83, 0.82, 0.82]"
InstructBLIP,Assault,easy,Assault006_x264,269,236,0.8773,True,"[0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91, 0.9, 0.9, 0.9]"
InstructBLIP,Assault,easy,Assault007_x264,65,60,0.9231,True,"[0.89, 0.88, 0.87, 0.87, 0.87, 0.86, 0.85, 0.85, 0.85, 0.85]"
InstructBLIP,Assault,easy,Assault008_x264,251,245,0.9761,True,"[0.9, 0.85, 0.84, 0.84, 0.84, 0.84, 0.84, 0.84, 0.84, 0.84]"
InstructBLIP,Assault,easy,Assault009_x264,119,62,0.521,True,"[0.83, 0.82, 0.82, 0.82, 0.81, 0.81, 0.81, 0.8, 0.79, 0.79]"
InstructBLIP,Assault,easy,Assault010_x264,539,420,0.7792,True,"[0.86, 0.86, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.83]"
InstructBLIP,Assault,easy,Assault011_x264,76,74,0.9737,True,"[0.95, 0.94, 0.93, 0.93, 0.91, 0.91, 0.91, 0.91, 0.9, 0.9]"
InstructBLIP,Assault,easy,Assault012_x264,26,18,0.6923,True,"[0.78, 0.78, 0.77, 0.77, 0.77, 0.76, 0.75, 0.75, 0.75, 0.74]"
InstructBLIP,Assault,easy,Assault013_x264,79,75,0.9494,True,"[0.91, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.85]"
InstructBLIP,Assault,easy,Assault014_x264,63,36,0.5714,True,"[0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79, 0.78, 0.78]"
InstructBLIP,Assault,easy,Assault015_x264,49,32,0.6531,True,"[0.87, 0.87, 0.85, 0.84, 0.83, 0.82, 0.82, 0.81, 0.81, 0.81]"
InstructBLIP,Assault,easy,Assault016_x264,220,78,0.3545,True,"[0.91, 0.85, 0.85, 0.83, 0.83, 0.83, 0.81, 0.81, 0.81, 0.81]"
InstructBLIP,Assault,easy,Assault017_x264,81,1,0.0123,True,[0.77]
InstructBLIP,Assault,easy,Assault018_x264,12,12,1.0,True,"[0.86, 0.84, 0.83, 0.83, 0.82, 0.82, 0.81, 0.81, 0.81, 0.8]"
